America’s Misguided Immigration Debate	アメリカ の 見当 違い な 移民 討論
This is, for most people, the positive side of the nation state.	これ は 、 大概 の 人 に とっ て は 、 民族 国家 の ポジティブ な 面 で ある 。
The nation state has been, and continues to be, the relevant unit of belonging and civic involvement for most human beings for more than two centuries.	民族 国家 は 、 これ まで の 2 世紀 以上 も の あいだ 、 大概 の 人間 の 帰属 先 と し て 、 また 市民 的 な 掛かり合い の 対象 と し て 適切 な 単位 で あり 続け て き た し 、 これ から も そう ある で あろう 。
It is the context in which we find our liberties safeguarded or destroyed.	我々 は その 関係 に おい て 自由 が 保障 さ れ て いる か 破壊 さ れ て いる か を 図り 知る の で ある 。
Certainly, the countries freed from communism in 1989 felt that restoring national sovereignty and recovering liberty were bound together.	当然 ながら 、 1989 年 に 共産 主義 から 開放 さ れ た 国々 は 国民 主権 の 復帰 と 自由 の 復活 が 結び付け られ た もの だ と いう こと を 感じ た 。
Yet there is, and always has been, another, uglier face of the nation state: nationalism.	しかし 、 これ まで も 常 に そう で あっ た よう に 、 民族 国家 の 醜い 面 が まだ ある ： 国粋 主義 で ある 。
The nationalist impulse can be aggressive or defensive, directed against others or inward-looking.	国粋 主義 者 は 攻撃 的 で あっ たり 防御 的 で あっ たり 、 他人 に 歯向かっ たり 内向 的 だっ たり する 。
Either way, it vitiates all attempts to create an international community of open societies.	どちら の タイプ に せよ 、 開か れ た 社会 の 国際 共同 体 を 作る 試み の 全て を 無効 に する もの で ある 。
This was the problem in Iraq: a nation state had become a disturber of peace in the region and beyond.	これ は イラク で 見 られ た 問題 で あっ た ： 民族 国家 が 、 地域 近郊 の 平和 の 妨害 者 と なっ た の で ある 。
More recently, a less violent but equally worrying phenomenon has gained ground, the revival of national protectionism.	より 最近 で は 、 暴力 性 は 弱まっ た もの の 少し も 油断 でき ない 現象 、 つまり 国民 保護 貿易 主義 の 再興 が 起こっ て いる 。
The Doha Round of trade negotiations is stalled because developed countries do not want to open their markets to cheaper products from developing countries, which in turn try to protect what nascent industries they have.	貿易 交渉 の ドーハ ・ ラウンド は 、 先進 国 が 、 発生 期 に ある 産業 の 保護 の ため に 、 自国 の 市場 を 発展 途上 国 から の 安価 な 製品 に 開放 し たがら ず 、 立ち 往生 し た 。
Many would prefer privileged relationships to open trade.	多く が 、 開放 交易 より も 特権 関係 を 優先 する の で ある 。
In this regard, the EU has often obliged.	この 点 に つい て は 、 ＥＵ は 多く の 場合 に おい て 受け入れ て い た 。
But now the nationalist bug has infected the EU itself.	しかし 、 いま 、 ＥＵ 自体 を 国粋 主義 狂者 が 侵し て いる 。
France, Spain, and Poland have attempted to keep major industries firmly in “national hands.”	フランス 、 スペイン 、 ポーランド が 主要 工業 を 厳重 に 「 国 の 手中 」 に 留めよう と 試み た 。
Suddenly, the single European market is forgotten, and a return to fragmented markets is taking root.	突然 に 、 単一 の ヨーロッパ 市場 は 忘れ去ら れ 、 ばらばら な 市場 へ の 再帰 が 根付い て しまっ た 。
Consider, for example, the European Commission’s so-called “services directive.”	例えば 、 欧州 委員 会 の いわゆる 「 サービス 指令 」 を 考え て みよう 。
Although freedom of movement for labor is one of the single market’s “four freedoms,” many EU countries are trying to protect their domestic labor markets by suspending this freedom for as long as possible.	労働 活動 の 自由 が 単一 市場 の 「 基本 的 四大 自由 」 の ひと つ で ある に も かかわら ず 、 多く の ＥＵ 加盟 国 が 、 この 自由 を できる 限り 保留 し て おく こと に よっ て 国内 の 労働 市場 を 保護 しよう と 試み て いる 。
Germany, in particular, argues that the high unemployment resulting from reunification in 1990 requires it to close its labor market to the new member states to its east.	ドイツ は 特に 、 1990 年 の 再 統一 が 生み出し た 高い 失業 率 は 、 自国 の 東側 に 位置 する 新 加盟 国 に 対する 労働 市場 の 閉鎖 を 要求 し て いる と 主張 ��� る 。
Such trends are dangerous.	この よう な 傾向 は 危険 で ある 。
Historically, protectionism has often led to economic conflict, which can rapidly turn into more serious clashes.	歴史 的 に 、 保護 貿易 主義 は 頻繁 に 経済 的 な 摩擦 を 招い て き た が 、 これ は 急速 に 、 より 深刻 な 衝突 に 変わり うる もの で あっ た 。
The signs are not good, even in Europe.	ヨーロッパ に おい て も 、 良く ない 兆候 が 現れ て いる 。
A recent summit of EU leaders addressed energy policy – one area where cooperation is not only highly desirable, but necessary.	最近 の ＥＵ 首脳 会議 で は エネルギー 政策 が 話し合わ れ た 。 この 分野 に は 協力 が 単に 非常 に 望ましい ばかり で なく 、 必要 不可欠 で ある 。
Yet even German Chancellor Angela Merkel – clearly a pro-European – went to the meeting with the explicit intention of barring the creation of other European powers in this field.	ところ が 、 ドイツ 首相 アン ゲラ ・ メルケル － 確固 と し た ヨーロッパ 支持 者 － さえ 、 この 分野 に おけ る 他 の ヨーロッパ 勢力 を 阻む と いう 明白 かつ 強固 な 態度 を もっ て 会議 に 臨ん だ 。
The German-Russian agreement to build a gas pipeline bypassing Poland and Lithuania, with former Chancellor Gerhard Schröder leading the effort, has already harmed Polish-German relations, to say nothing of European cooperation.	前 首相 ゲルハルト ・ シュレーダー が 指揮 を 取っ た ポーランド と リトアニア を 迂回 する ガス パイプライン の 建設 と いう ドイツ ・ ロシア 間 の 協定 は 、 すでに ポーランド ・ ドイツ 関係 を 悪化 さ せ て いる 。 ヨーロッパ の 協力 体制 の 悪化 は 言う に 及ば ない 。
For a time, the pendulum of political opinion may have swung too far against the nation state and its role.	一時 、 政治 見解 の 振り子 は 民族 国家 と その 役割 に 反対 する 方向 に 振り切れ て しまっ た 。
This is one reason why so many people have felt estranged from their political leaders.	これ は 、 これ ほど 多く の 人 が 自国 の 政治 指導 者 へ の 疎遠 さ を 感じ た ひと つ の 理由 で ある 。
